,,First Expression,First Expression,First Expression,First Expression,First Expression,First Expression,First Expression,First Expression,First Expression,First Expression,First Expression,First Expression,First Expression,First Expression,Final Expression,Final Expression,Final Expression,Final Expression,Final Expression,Final Expression,Final Expression,Final Expression,Final Expression,Final Expression,Final Expression,Final Expression,Final Expression,Final Expression,SDE,SDE,SDE,SDE,SDE,SDE,SDE,SDE,SDE,SDE,SDE,SDE,SDE,SDE,Duplicate,Duplicate,Duplicate,Duplicate,Duplicate,Duplicate,Duplicate
,,Bennet,Biden,Bloomberg,Buttigieg,Delaney,Gabbard,Klobuchar,Patrick,Sanders,Steyer,Warren,Yang,Other,Uncommitted,Bennet,Biden,Bloomberg,Buttigieg,Delaney,Gabbard,Klobuchar,Patrick,Sanders,Steyer,Warren,Yang,Other,Uncommitted,Bennet,Biden,Bloomberg,Buttigieg,Delaney,Gabbard,Klobuchar,Patrick,Sanders,Steyer,Warren,Yang,Other,Uncommitted,First,Final,First & Final,SDE,Final & SDE,Full,Any
County,Precinct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polk,GRANGER-01,0,2,0,9,0,0,0,0,0,0,8,0,0,0,0,2,0,9,0,0,0,0,0.0,0,8.0,0,0,0,0,0.0,0.0,0.2798,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,GRIMES-03,0,24,0,43,0,0,25,0,23,0,35,8,0,1,0,25,0,45,0,0,26,0,25.0,0,36.0,0,0,2,0,0.2798,0.0,0.5596,0,0.0,0.2798,0,0.2798,0.0,0.5596,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,MADISON-01,0,3,0,4,0,0,3,0,1,0,2,0,0,0,0,0,0,4,0,0,8,0,0.0,0,0.0,0,0,1,0,0.0,0.0,0.0,0,0.0,0.2798,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,PLEASANT HILL-01,0,32,0,35,0,0,22,0,49,9,37,5,0,0,0,43,0,42,0,0,0,0,53.0,0,44.0,0,0,0,0,0.5596,0.0,0.5596,0,0.0,0.0,0,0.8394,0.0,0.5596,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,PLEASANT HILL-03,0,35,0,48,0,0,32,0,35,2,26,7,0,3,0,35,0,51,0,0,35,0,36.0,0,30.0,0,0,0,0,0.5596,0.0,0.5596,0,0.0,0.5596,0,0.5596,0.0,0.2798,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,SHELDAHL-01,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.2798,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,URBANDALE-01,0,37,0,49,0,0,36,0,59,0,38,18,0,0,0,37,0,53,0,0,38,0,61.0,0,40.0,0,0,0,0,0.2798,0.0,0.5596,0,0.0,0.5596,0,0.5596,0.0,0.5596,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,URBANDALE-03,0,0,0,67,0,0,49,0,67,0,65,0,0,0,0,0,0,83,0,0,62,0,79.0,0,81.0,0,0,0,0,0.0,0.0,0.8394,0,0.0,0.5596,0,0.5596,0.0,0.8394,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,URBANDALE-04,0,48,0,72,0,0,45,0,26,7,44,6,0,0,0,52,0,83,0,0,50,0,0.0,0,61.0,0,0,0,0,0.5596,0.0,0.8394,0,0.0,0.5596,0,0.0,0.0,0.5596,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,URBANDALE-05,0,48,0,63,0,0,37,0,60,5,43,19,0,0,0,48,0,69,0,0,48,0,67.0,0,43.0,0,0,0,0,0.5596,0.0,0.5596,0,0.0,0.5596,0,0.5596,0.0,0.5596,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,URBANDALE-06,0,51,0,66,0,2,48,0,60,4,48,16,0,0,0,53,0,73,0,0,52,0,63.0,0,52.0,0,0,2,0,0.5596,0.0,0.8394,0,0.0,0.5596,0,0.5596,0.0,0.5596,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,URBANDALE-07,0,55,0,75,0,0,64,0,45,16,59,15,0,1,0,57,0,80,0,0,76,0,50.0,0,64.0,0,0,3,0,0.5596,0.0,0.8394,0,0.0,0.5596,0,0.5596,0.0,0.5596,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,URBANDALE-08,0,42,0,50,0,0,41,0,50,3,43,26,0,0,0,42,0,59,0,0,44,0,58.0,0,46.0,0,0,0,0,0.5596,0.0,0.5596,0,0.0,0.5596,0,0.5596,0.0,0.5596,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,URBANDALE-09,2,48,0,60,0,1,35,0,81,12,65,3,4,1,0,58,0,84,0,0,0,0,84.0,0,79.0,0,7,0,0,0.5596,0.0,0.8394,0,0.0,0.0,0,0.8394,0.0,0.8394,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,URBANDALE-11,0,50,1,58,0,0,59,0,25,12,37,16,2,0,0,61,0,65,0,0,65,0,0.0,0,53.0,0,0,0,0,0.5596,0.0,0.8394,0,0.0,0.5596,0,0.0,0.0,0.5596,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,WASHINGTON-01,0,0,0,5,0,0,0,0,2,1,11,2,0,0,0,0,0,5,0,0,0,0,2.0,1,0.0,2,0,0,0,0.0,0.0,0.2798,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,WDM-111,0,20,0,40,0,0,17,0,71,3,50,12,0,1,0,0,0,57,0,0,0,0,75.0,0,63.0,0,0,0,0,0.0,0.0,0.5596,0,0.0,0.0,0,0.8394,0.0,0.8394,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,WDM-112,0,18,0,28,0,0,21,0,34,0,28,0,0,0,0,0,0,33,0,0,24,0,36.0,0,32.0,0,0,0,0,0.0,0.0,0.2798,0,0.0,0.2798,0,0.5596,0.0,0.2798,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,WDM-116,1,45,2,51,0,0,50,0,79,8,48,5,0,0,0,49,0,57,0,0,54,0,81.0,0,48.0,0,0,0,0,0.5596,0.0,0.5596,0,0.0,0.5596,0,0.5596,0.0,0.2798,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,WDM-118,1,26,0,36,0,3,16,0,63,3,42,20,0,0,0,37,0,50,0,0,0,0,66.0,0,53.0,0,0,0,0,0.5596,0.0,0.5596,0,0.0,0.0,0,0.8394,0.0,0.5596,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,WDM-213,0,28,2,52,0,0,28,0,32,0,34,0,0,0,0,33,0,55,0,0,32,0,34.0,0,34.0,0,0,0,0,0.2798,0.0,0.5596,0,0.0,0.2798,0,0.2798,0.0,0.2798,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,WDM-313,1,26,0,36,0,0,22,0,23,0,28,4,0,8,0,32,0,41,0,0,26,0,0.0,0,34.0,0,0,0,0,0.2798,0.0,0.2798,0,0.0,0.2798,0,0.0,0.0,0.2798,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,WDM-317,0,75,0,85,0,0,59,0,25,11,57,20,0,0,0,91,0,93,0,0,63,0,0.0,0,77.0,0,0,0,0,0.5596,0.0,0.8394,0,0.0,0.5596,0,0.0,0.0,0.5596,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,WDM-318,0,21,0,21,0,0,19,0,0,0,0,0,0,0,0,27,0,25,0,0,22,0,0.0,0,0.0,0,0,0,0,0.2798,0.0,0.2798,0,0.0,0.2798,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,WEBSTER-01,0,11,0,12,0,0,1,0,12,0,4,2,0,0,0,0,0,17,0,0,0,0,13.0,0,0.0,0,0,0,0,0.0,0.0,0.2798,0,0.0,0.0,0,0.2798,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,WINDSOR HEIGHTS-01,0,41,0,47,0,2,26,0,47,2,57,16,0,0,0,51,0,64,0,0,0,0,54.0,0,69.0,0,0,0,0,0.2798,0.0,0.5596,0,0.0,0.0,0,0.2798,0.0,0.5596,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,WINDSOR HEIGHTS-02,0,39,0,59,0,0,48,0,40,0,57,0,0,0,0,40,0,61,0,0,48,0,43.0,0,62.0,0,0,0,0,0.2798,0.0,0.5596,0,0.0,0.2798,0,0.2798,0.0,0.5596,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,WINDSOR HEIGHTS-03,0,37,0,53,0,0,12,0,52,2,55,22,0,0,0,40,0,68,0,0,0,0,60.0,0,64.0,0,0,0,0,0.5596,0.0,0.8394,0,0.0,0.0,0,0.5596,0.0,0.5596,0.0,0.0,0.0,False,False,False,True,False,False,True
Pottawattamie,Macedonia,0,2,0,3,0,0,0,0,3,0,0,0,0,1,0,0,0,5,0,0,0,0,2.0,0,1.0,0,0,1,0,0.0,0.0,0.12,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Ringgold,Athens,0,2,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0.0,0,0.0,0,0,0,0,0.1125,0.0,0.1125,0,0.0,0.1125,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Ringgold,Union,0,6,0,5,0,0,7,0,0,0,0,0,0,0,0,6,0,5,0,0,7,0,0.0,0,0.0,0,0,0,0,0.1125,0.0,0.1125,0,0.0,0.1125,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Sac,Nemaha,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,3.0,0,0.0,0,0,0,0,0.0,0.0,0.0667,0,0.0,0.0,0,0.0667,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,True
Scott,(AG) Allen's Grove Township,0,3,0,12,0,0,1,0,10,0,2,1,0,0,0,3,0,12,0,0,1,0,10.0,0,2.0,1,0,0,0,0.0,0.0,0.4133,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Scott,(B12) City of Bettendorf,0,36,0,26,0,1,0,0,59,6,31,7,1,0,0,38,0,32,0,0,0,0,63.0,0,34.0,0,0,0,0,0.8267,0.0,0.4133,0,0.0,0.0,0,0.8267,0.0,0.4133,0.0,0.0,0.0,False,False,False,True,False,False,True
Scott,(B21) City of Bettendorf,0,0,0,24,0,0,18,0,22,12,14,4,0,0,0,0,0,28,0,0,21,0,22.0,0,21.0,0,0,0,0,0.0,0.0,0.4133,0,0.0,0.4133,0,0.4133,0.0,0.4133,0.0,0.0,0.0,False,False,False,True,False,False,True
Scott,(B22) City of Bettendorf,0,31,1,39,0,1,25,0,38,3,30,2,0,0,0,31,0,42,0,0,26,0,40.0,0,30.0,1,0,0,0,0.4133,0.0,0.8267,0,0.0,0.4133,0,0.4133,0.0,0.4133,0.0,0.0,0.0,False,False,False,True,False,False,True
Scott,(B23) City of Bettendorf,0,4,0,3,0,0,8,0,6,4,7,0,0,0,0,4,0,3,0,0,8,0,6.0,4,7.0,2,0,0,0,0.0,0.0,0.0,0,0.0,0.4133,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Scott,(B52) City of Bettendorf,0,72,2,87,0,0,69,0,65,5,36,15,0,5,0,79,0,111,0,0,80,0,81.0,0,0.0,0,0,0,0,0.8267,0.0,1.24,0,0.0,0.8267,0,1.24,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True
Scott,(BG) Blue Grass Township,0,18,0,18,0,0,0,0,40,0,18,0,0,0,0,18,0,18,0,0,0,0,40.0,0,18.0,0,0,0,0,0.4133,0.0,0.4133,0,0.0,0.0,0,0.8267,0.0,0.4133,0.0,0.0,0.0,True,True,True,True,True,True,True
Scott,(D21) City of Davenport,0,22,0,20,0,0,0,0,28,1,22,12,0,3,0,24,0,23,0,0,0,0,31.0,0,25.0,0,0,5,0,0.4133,0.0,0.4133,0,0.0,0.0,0,0.8267,0.0,0.8267,0.0,0.0,0.0,False,False,False,True,False,False,True
Scott,(D22) City of Davenport,1,18,0,20,0,0,6,0,34,0,21,0,0,1,0,21,0,23,0,0,0,0,35.0,0,22.0,0,0,0,0,0.4133,0.0,0.4133,0,0.0,0.0,0,0.4133,0.0,0.4133,0.0,0.0,0.0,False,False,False,True,False,False,True
Scott,(D23) City of Davenport,0,23,0,21,0,0,0,0,30,0,17,1,0,0,0,23,0,21,0,0,0,0,31.0,0,17.0,0,0,0,0,0.4133,0.0,0.4133,0,0.0,0.0,0,0.4133,0.0,0.4133,0.0,0.0,0.0,False,False,False,True,False,False,True
Scott,(D31) City of Davenport,0,18,0,18,0,0,0,0,40,0,18,0,0,0,0,18,0,18,0,0,0,0,40.0,0,18.0,0,0,0,0,0.4133,0.0,0.4133,0,0.0,0.0,0,0.8267,0.0,0.4133,0.0,0.0,0.0,True,True,True,True,True,True,True
Scott,(D41) City of Davenport,0,11,0,24,0,0,14,0,56,0,21,9,0,3,0,0,0,37,0,0,0,0,60.0,0,31.0,0,0,7,0,0.0,0.0,0.8267,0,0.0,0.0,0,1.24,0.0,0.8267,0.0,0.0,0.0,False,False,False,True,False,False,True
Scott,(D43) City of Davenport,0,29,1,40,0,0,2,0,53,0,38,10,0,5,0,34,0,42,0,0,0,0,58.0,0,44.0,0,0,0,0,0.4133,0.0,0.4133,0,0.0,0.0,0,0.8267,0.0,0.4133,0.0,0.0,0.0,False,False,False,True,False,False,True
Scott,(D51) City of Davenport,1,27,0,50,0,0,35,0,80,3,65,26,0,0,0,22,0,68,0,0,2,0,93.0,0,88.0,13,0,0,0,0.0,0.0,0.8267,0,0.0,0.0,0,1.24,0.0,0.8267,0.0,0.0,0.0,False,False,False,True,False,False,True
Scott,(D52) City of Davenport,0,72,2,87,0,0,69,0,65,5,36,15,0,5,0,79,0,111,0,0,80,0,81.0,0,0.0,0,0,0,0,0.8267,0.0,1.24,0,0.0,0.8267,0,1.24,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True
Scott,(D53) City of Davenport,0,36,0,41,0,0,18,0,52,2,44,13,0,0,0,47,0,47,0,0,0,0,55.0,0,50.0,0,0,0,0,0.4133,0.0,0.4133,0,0.0,0.0,0,0.8267,0.0,0.8267,0.0,0.0,0.0,False,False,False,True,False,False,True
Scott,(D54) City of Davenport,0,25,0,16,0,0,10,0,38,1,22,9,0,1,0,28,0,24,0,0,0,0,45.0,0,23.0,0,0,0,0,0.4133,0.0,0.4133,0,0.0,0.0,0,0.8267,0.0,0.4133,0.0,0.0,0.0,False,False,False,True,False,False,True
Scott,(D61) City of Davenport,0,31,0,49,0,0,35,0,23,6,22,10,0,1,0,33,0,53,0,0,45,0,0.0,0,31.0,0,0,0,0,0.4133,0.0,0.8267,0,0.0,0.8267,0,0.0,0.0,0.4133,0.0,0.0,0.0,False,False,False,True,False,False,True
Scott,(D62) City of Davenport,0,39,0,52,0,0,49,0,16,0,37,16,0,0,0,42,0,60,0,0,53,0,15.0,0,37.0,0,0,0,0,0.4133,0.0,0.8267,0,0.0,0.8267,0,0.0,0.0,0.4133,0.0,0.0,0.0,False,False,False,True,False,False,True
Scott,(D63) City of Davenport,0,42,0,16,0,0,35,0,69,0,38,18,0,0,0,48,0,82,0,0,0,0,75.0,0,43.0,0,0,0,0,0.8267,0.0,0.8267,0,0.0,0.0,0,0.8267,0.0,0.4133,0.0,0.0,0.0,False,False,False,True,False,False,True
Scott,(D73) City of Davenport,0,34,0,26,0,0,18,0,39,0,28,1,0,2,0,40,0,31,0,0,0,0,42.0,0,35.0,0,0,0,0,0.8267,0.0,0.4133,0,0.0,0.0,0,0.8267,0.0,0.4133,0.0,0.0,0.0,False,False,False,True,False,False,True
Scott,(D81) City of Davenport,0,19,0,23,0,0,0,0,34,0,24,0,0,0,0,19,0,23,0,0,0,0,34.0,0,24.0,0,0,0,0,0.4133,0.0,0.4133,0,0.0,0.0,0,0.8267,0.0,0.4133,0.0,0.0,0.0,False,False,False,True,False,False,True
Scott,(D82) City of Davenport,0,24,0,25,0,0,9,0,27,0,21,6,0,0,0,29,0,30,0,0,0,0,30.0,0,22.0,0,0,0,0,0.8267,0.0,0.8267,0,0.0,0.0,0,0.8267,0.0,0.4133,0.0,0.0,0.0,False,False,False,True,False,False,True
Scott,(DH) City of Donahue,0,7,0,6,0,0,0,0,1,0,2,2,0,0,0,7,0,6,0,0,0,0,1.0,0,2.0,2,0,0,0,0.0,0.0,0.4133,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Scott,(EL1) City of Eldridge,0,30,0,38,0,0,19,0,25,4,25,6,0,2,0,33,0,43,0,0,23,0,25.0,0,25.0,0,0,0,0,0.4133,0.0,0.8267,0,0.0,0.4133,0,0.4133,0.0,0.4133,0.0,0.0,0.0,False,False,False,True,False,False,True
Scott,(HG) Hickory Grove Township,0,2,0,10,0,0,4,0,5,2,0,2,0,0,0,2,0,10,0,0,4,0,5.0,2,0.0,2,0,0,0,0.0,0.0,0.4133,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Scott,(LC1) City of LeClaire,0,13,0,32,0,0,20,0,19,10,30,7,0,1,0,0,0,45,0,0,22,0,22.0,0,31.0,0,0,1,0,0.0,0.0,0.4133,0,0.0,0.4133,0,0.4133,0.0,0.4133,0.0,0.0,0.0,False,False,False,True,False,False,True
Scott,(LC2) City of LeClaire,0,18,2,48,0,0,20,0,24,1,24,7,0,0,0,3,0,54,0,0,31,0,25.0,0,29.0,2,0,0,0,0.0,0.0,0.4133,0,0.0,0.4133,0,0.4133,0.0,0.4133,0.0,0.0,0.0,False,False,False,True,False,False,True
Scott,(LCT) LeClaire Township,0,12,0,25,0,0,23,0,9,3,11,5,0,1,0,0,0,36,0,0,41,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.4133,0,0.0,0.4133,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Scott,(MC) McCausland,0,3,0,11,0,0,5,0,9,2,11,1,0,0,0,0,0,42,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.4133,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Scott,(PKV) Park View,0,17,1,39,0,0,17,0,24,4,20,11,0,0,0,0,0,51,0,0,23,0,25.0,0,23.0,0,0,0,0,0.0,0.0,0.4133,0,0.0,0.4133,0,0.4133,0.0,0.4133,0.0,0.0,0.0,False,False,False,True,False,False,True
Scott,(PR) Princeton Township,0,7,0,18,0,0,18,0,9,0,13,5,0,0,0,0,0,32,0,0,37,0,0.0,0,0.0,0,0,1,0,0.0,0.0,0.4133,0,0.0,0.4133,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Scott,(PV) Pleasant Valley,0,14,0,21,0,0,12,0,6,0,8,4,0,0,0,0,0,24,0,0,23,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.4133,0,0.0,0.4133,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Scott,(WF) Winfield Township,0,0,0,7,0,0,11,0,1,6,10,0,0,0,0,0,0,7,0,0,11,0,1.0,6,10.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.4133,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Story,Ames 2-2,0,22,0,33,0,0,51,0,117,9,76,24,0,3,0,0,0,0,0,0,85,0,128.0,0,92.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.83,0,1.245,0.0,0.83,0.0,0.0,0.0,False,False,False,True,False,False,True
Story,Ames 4-4,0,29,0,58,0,0,60,0,208,0,104,52,0,0,0,0,0,0,0,0,93,0,235.0,0,130.0,0,0,53,0,0.0,0.0,0.0,0,0.0,0.83,0,1.245,0.0,0.83,0.0,0.0,0.0,False,False,False,True,False,False,True
Story,Collins Twp-Collins,0,10,0,16,0,0,0,0,9,1,0,0,0,0,0,10,0,16,0,0,0,0,9.0,1,0.0,0,0,0,0,0.0,0.0,0.415,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Story,Grant Township,3,1,0,10,0,0,9,0,0,0,4,5,0,0,3,1,0,10,0,0,9,0,0.0,0,4.0,5,0,0,0,0.0,0.0,0.0,0,0.0,0.415,0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,False,True
Story,Howard Twp-Roland,0,19,0,36,0,0,9,0,23,1,19,5,0,0,0,0,0,46,0,0,0,0,24.0,0,23.0,0,0,0,0,0.0,0.0,0.415,0,0.0,0.0,0,0.415,0.0,0.415,0.0,0.0,0.0,False,False,False,True,False,False,True
Story,Lafayette Township,0,3,0,2,0,0,4,0,2,0,0,0,0,0,0,3,0,2,0,0,4,0,2.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.415,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Story,Milford Township,0,0,0,0,0,0,19,0,16,0,4,0,0,0,0,0,0,0,0,0,19,0,16.0,0,4.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.415,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Story,Nevada 1,0,16,0,17,0,0,5,0,32,0,17,0,0,0,0,0,0,26,0,0,0,0,33.0,0,24.0,0,0,0,0,0.0,0.0,0.415,0,0.0,0.0,0,0.415,0.0,0.415,0.0,0.0,0.0,False,False,False,True,False,False,True
Story,Nevada 3-Grant Twp 3,0,9,0,29,0,0,14,0,18,4,5,5,0,0,0,0,0,41,0,0,20,0,23.0,0,0.0,0,0,0,0,0.0,0.0,0.415,0,0.0,0.415,0,0.415,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Story,Nevada 4,0,15,0,23,0,0,15,0,20,4,21,4,0,2,0,0,0,29,0,0,0,0,25.0,0,25.0,0,0,0,0,0.0,0.0,0.415,0,0.0,0.0,0,0.415,0.0,0.415,0.0,0.0,0.0,False,False,False,True,False,False,True
Story,Nevada Township,0,3,0,13,0,3,7,0,5,0,11,1,0,0,0,0,0,22,0,0,0,0,8.0,0,13.0,0,0,0,0,0.0,0.0,0.415,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Story,Palestine Township,3,1,0,10,0,0,9,0,0,0,4,5,0,0,0,0,0,10,0,0,18,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.415,0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,False,True
Story,Richland Township,0,2,0,0,0,0,9,0,3,0,0,0,0,0,0,2,0,0,0,0,9,0,3.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.415,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Story,Slater-Sheldahl-Pal 2,0,4,0,21,0,2,20,0,24,2,12,4,0,0,0,0,0,32,0,0,24,0,32.0,0,0.0,0,0,1,0,0.0,0.0,0.415,0,0.0,0.415,0,0.415,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Tama,YORK,1,4,0,4,0,0,0,0,3,2,2,0,0,0,0,6,0,6,0,0,0,0,0.0,0,0.0,0,0,0,0,0.1294,0.0,0.1294,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,True
Taylor,1-1 Blockton,0,1,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,2.0,0,0.0,0,0,0,0,0.0,0.0,0.1,0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Taylor,3-1 Gravity,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,3.0,0,0.0,0,0,0,0,0.0,0.0,0.1,0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,False,True
Taylor,7-3 Legion,0,4,0,3,0,0,2,0,0,0,0,0,0,0,0,4,0,3,0,0,2,0,0.0,0,0.0,0,0,0,0,0.1,0.0,0.1,0,0.0,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Van Buren,Birmingham,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,9.0,0,0.0,0,0,0,0,0.0,0.0,0.2,0,0.0,0.0,0,0.2,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Van Buren,Cantril,0,2,0,2,0,0,2,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0.0,0,3.0,0,0,0,0,0.0,0.0,0.1,0,0.0,0.0,0,0.0,0.0,0.1,0.0,0.0,0.0,False,False,False,True,False,False,True
Van Buren,Milton,0,3,0,2,0,0,0,0,2,0,1,0,0,0,0,5,0,3,0,0,0,0,0.0,0,0.0,0,0,0,0,0.1,0.0,0.1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Warren,GR1-DM86 CITY,0,5,0,6,0,0,6,0,0,0,1,0,0,0,0,5,0,6,0,0,6,0,0.0,0,0.0,0,0,0,0,0.2333,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Warren,GREENFIELD 1 TWP,1,16,0,30,0,0,19,0,17,4,20,5,0,0,0,17,0,31,0,0,20,0,17.0,0,24.0,0,3,0,0,0.2333,0.0,0.2333,0,0.0,0.2333,0,0.2333,0.0,0.2333,0.0,0.0,0.0,False,False,False,True,False,False,True
Warren,JACKSON,0,15,0,22,0,0,6,0,9,2,4,0,0,1,0,16,0,26,0,0,0,0,17.0,0,0.0,0,0,0,0,0.2333,0.0,0.2333,0,0.0,0.0,0,0.2333,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Warren,PALMYRA TWP,0,0,0,12,0,0,8,0,5,0,8,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,False,True
Warren,RICHLAND/ PALMYRA,0,10,0,15,0,0,3,0,9,0,3,0,0,0,0,11,0,19,0,0,0,0,10.0,0,0.0,0,0,0,0,0.2333,0.0,0.2333,0,0.0,0.0,0,0.2333,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Warren,UNION,0,5,0,0,0,0,6,0,0,0,1,0,0,0,0,5,0,0,0,0,6,0,0.0,0,1.0,0,0,0,0,0.2333,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Webster,Colfax-Duncombe,0,12,0,6,0,0,1,0,3,1,2,0,0,0,0,12,0,8,0,0,0,0,0.0,0,0.0,0,0,0,0,0.1667,0.0,0.1667,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Webster,Cooper,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,0.0,0,0,0,0,0.0,0.0,0.0833,0,0.0,0.0,0,0.0833,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False,False,True
